퍼블리싱,아티스트,Nation,Artist,Artist Native,음반,Album,규모,해외,트랙,음원,ver.,feat.,Track,Track Native,장르,속도,비트,전자,보컬,성별,행위,가사,종교,공간,시대,시간,스타일,명암,대중,음량,백엔드,빅데이터,행정,디자이너,,시간,청음,dB(R) 1.0,dB(R) 1.1,기획사,작곡,편곡,작사,실연,가사,음반 관리번호,음원 관리번호,비디오 관리번호,ISRC,UCI,바코드
2021-03-09,SSIC,,SSIC,,Classic Night,Classic Night,-,FALSE,1,Classic Night,,,Classic Night,,전자,4,4,4,1,,-,-,-,3,현대,2,일반,3,2,5,0,0,0,0,0,1:30,57.51,57.5,,퍼플미디어,SSIC,"SSIC, 전영진",SSIC,,,KEIS-0000-0071S,KEIS-0000-0071,,KRMIM2107987,uci:i500-1000007357332.100056178804-1,
2021-03-09,Locking Gromit,,Locking Gromit,,Yellow Funky,Yellow Funky,-,FALSE,1,Yellow Funky,,,Yellow Funky,,록,4,4,3,1,,-,-,-,3,현대,2,록,2,3,5,0,0,0,0,0,1:16,57.49,56.99,,퍼플미디어,강서영,"전영진, 강서영",,,,KEIS-0000-0072S,KEIS-0000-0072,,KRMIM2107988,uci:i500-1000007357333.100056178805-1,
2021-03-09,Lo-i,,Lo-i,,Alone,Alone,-,FALSE,1,Alone,,이율,Alone (feat. Lee Yul),,팝,4,4,4,4,,혼합,내향,-,3,현대,2,일반,4,4,5,0,0,0,0,0,3:58,57.67,57.45,,퍼플미디어,"Lo-i, 전영진","Lo-i, 전영진",Lo-i,"이율, Lo-i",,KEIS-0000-0073S,KEIS-0000-0073,,KRMIM2107989,uci:i500-1000007357361.100056178912-1,
2021-03-09,Got A Get,,Got A Get,,Keep Your Groove,Keep Your Groove,-,FALSE,1,Keep Your Groove,,,Keep Your Groove,,힙합,3,5,1,1,,-,-,-,3,현대,2,일반,5,3,5,0,0,0,0,0,2:07,56.54,56.57,,퍼플미디어,오현승,"오현승, 전영진",,,,KEIS-0000-0074S,KEIS-0000-0074,,KRMIM2107993,uci:i500-1000007357364.100056178916-1,
2021-03-09,Finish Line,,Finish Line,,Start Line,Start Line,-,FALSE,1,Start Line,,,Start Line,,팝,3,4,4,4,,노래,일반,-,3,현대,3,일반,3,3,5,0,0,0,0,0,2:57,56.49,56.33,,퍼플미디어,김유정,전영진,김유정,"강병준, 김소윤, 이자영, 장지엽",,KEIS-0000-0075S,KEIS-0000-0075,,KRMIM2107995,uci:i500-1000007357367.100056178920-1,
2021-03-09,Dreamlike,,Dreamlike,,수평선,Horizon,-,FALSE,1,수평선,,,Horizon,,발라드,2,3,1,4,,노래,내향,-,2,현대,1,일반,4,3,5,0,0,0,0,0,4:09,55.99,55.86,,퍼플미디어,강서영,전영진,"도하, 서연","강병준, 김호정, 문수빈, 오영록, 오성택, 심영주, 박찬혁",,KEIS-0000-0076S,KEIS-0000-0076,,KRMIM2107996,uci:i500-1000007357368.100056178921-1,
2021-03-09,Add Jo,,Add Jo,,S.unk,S.unk,-,FALSE,1,S.unk,,,S.unk,,록,3,4,3,1,,-,-,-,3,현대,3,록,3,2,5,0,0,0,0,0,1:33,57.03,56.82,,퍼플미디어,Add Jo,Add Jo,,,,KEIS-0000-0077S,KEIS-0000-0077,,KRMIM2108007,uci:i500-1000007357369.100056178922-1,
2021-03-19,이하경,,Lee Ha-gyeong,,봄의 소리가 들리나요,Can You Hear the Sounds of Spring,-,FALSE,1,봄의 소리가 들리나요,,,Can You Hear the Sounds of Spring,,애니,3,1,2,4,,노래,내향,-,2,현대,2,일반,4,2,5,0,0,0,0,0,3:35,54.22,54.25,,케이저,이범준,이범준,하몽,"(주)이하경, 이범준",,KEIS-0000-0078S,KEIS-0000-0078,,KRMIM2112483,uci:i500-1000007394295.100056354388-1,
2021-03-19,이하경,,Lee Ha-gyeong,,봄의 소리가 들리나요,Can You Hear the Sounds of Spring,-,FALSE,2,봄의 소리가 들리나요,inst.,,Can You Hear the Sounds of Spring (inst.),,애니,3,1,2,1,,-,-,-,2,현대,2,일반,4,2,5,0,0,0,0,0,3:35,50.64,50.83,,케이저,이범준,이범준,,이범준,,KEIS-0000-0078S,KEIS-0000-0079,,KRMIM2112484,uci:i500-1000007394295.100056354389-1,
2021-04-21,에네메스,,NMS,,"내 살 중의 살, 내 뼈 중의 뼈","The Flesh of My Flesh, The Bone of My Bones",-,FALSE,1,"내 살 중의 살, 내 뼈 중의 뼈",,,"The Flesh of My Flesh, The Bone of My Bones",,종교,3,3,1,4,,노래,내향,크리,1,현대,1,일반,5,1,5,0,0,0,0,0,5:19,57.87,57.78,,케이저,김선희,장우영,"오설화, 김규훈, 권정은, 김선희","장우영, 김상배, 한지나, 이지윤, (주)김소리, (주)이주환",,KEIS-0000-0080S,KEIS-0000-0080,,KRMIM2117625,uci:i500-1000007477105.100056817873-1,
2021-04-23,로희,,Lohee,,#온도,#Temperature,-,FALSE,1,#온도,,,#Temperature,,팝,3,3,3,4,,노래,내향,-,3,현대,1,일반,4,5,5,0,0,0,0,0,2:39,54.44,54.49,,F.O.A,"임동환, 로희",임동환,로희,"로희, 강현수",,KEIS-0000-0081S,KEIS-0000-0081,,KRMIM2118045,uci:i500-1000007497459.100056911404-1,
2021-04-29,에네메스,,NMS,,믿음의 부모 된 자의 노래,The Song of the Parents of Faith,-,FALSE,1,믿음의 부모 된 자의 노래,,,The Song of the Parents of Faith,,종교,2,2,1,4,,노래,내향,크리,3,현대,1,일반,5,2,5,0,0,0,0,0,4:53,53.87,54.03,,케이저,김선희,장우영,김선희,"김선희, 한지나, 김상배, 장우영",,KEIS-0000-0082S,KEIS-0000-0082,,KRMIM2118992,uci:i500-1000007522260.100057016216-1,
2021-04-29,에네메스,,NMS,,믿음의 부모 된 자의 노래,The Song of the Parents of Faith,-,FALSE,2,믿음의 부모 된 자의 노래,inst.,,The Song of the Parents of Faith (inst.),,종교,2,2,1,1,,-,-,-,3,현대,1,일반,5,2,5,0,0,0,0,0,4:53,54.27,54.25,,케이저,김선희,장우영,,"한지나, 김상배, 장우영",,KEIS-0000-0082S,KEIS-0000-0083,,KRMIM2118993,uci:i500-1000007522260.100057016217-1,
2021-06-03,최희,,Choi Hee,,빗소리만,Sound of Rain,-,FALSE,1,빗소리만,,,Sound of Rain,,발라드,3,4,3,4,,노래,내향,-,3,현대,2,일반,3,1,5,0,0,0,0,0,3:48,57.1,56.64,,려원 엔터테인먼트,최계수,최계수,최경수,최희,,KEIS-0000-0084S,KEIS-0000-0084,,KRMIM2122655,uci:i500-1000007562118.100057279035-1,
2021-06-08,Joanna J,,Joanna J,,You're in Me,You're in Me,-,FALSE,1,You're in Me,,,You're in Me,,발라드,2,3,2,4,,노래,내향,-,3,현대,3,일반,4,3,5,0,0,0,0,0,3:32,58.7,58.63,,케이저,Joanna J,최수진,Joanna J,"Joanna J, 장희영, 최수진, 안수경, 성일모","소리없는 소리를 지르고
눈물없는 눈물을 흘리고
내 안에, 어둠속에 감겨있는
날 놓아줘야 할까

바람이 날 쓰러트리던 날
어둠이 날 삼켜버리던 날
희미한 빛으로, 검어진 내게 스며드는
당신을 느끼네

음~ 잔잔히 날 감싸네 음~ 언제나 내 안에
음~ 잔잔히 날 감싸네 음~ 언제나 내 안에
음~ 잔잔히 날 감싸네 음~ 언제나 내 안에

무엇을 위해 숨을 쉬는지
누구를 위해 살아가는지
숨을 곳 없이 터져버린 눈물

날 사랑하는 당신을 느끼네
날 살게하는 당신을 느끼네",KEIS-0000-0085S,KEIS-0000-0085,,KRMIM2123212,uci:i500-1000007677384.100057931584-1,
2021-06-08,Joanna J,,Joanna J,,You're in Me,You're in Me,-,FALSE,2,You're in Me,inst.,,You're in Me (inst.),,발라드,2,3,2,4,,-,-,-,3,현대,3,일반,4,3,5,0,0,0,0,0,3:32,57.44,57.16,,케이저,Joanna J,최수진,,"최수진, 안수경, 성일모",,KEIS-0000-0085S,KEIS-0000-0086,,KRMIM2123213,uci:i500-1000007677384.100057931585-1,
2021-06-08,그루빈,,Groovin',,넌 내게 말했었지,넌 내게 말했었지,-,FALSE,1,넌 내게 말했었지,,,You Told Me That,,발라드,2,3,2,5,,노래,내향,-,3,현대,3,일반,4,4,5,0,0,0,0,0,4:19,56.73,56.94,,케이저,이주환,송종진,이주환,"정기훈, 이주환, 시카, 허종빈, 조민혁, 전다빈","넌 내게 말했었지 날 혼자 두지말라고
난 그럼 대답했지 난 어디에도 안간다고 
니가 걱정하지 않게 더 많이 사랑한다고 
말해줄게 세상 모든걸 다 줄만큼 난 너만을 사랑할게 
i always be next to you 니 맘이 날 떠날때까지 내 맘은 항상 너의 옆에 있는걸
I always be there for you 아직 많이 어린 나지만 믿어줄래 편히 내게 기대도돼

넌 내게 말했었지 내가 널 웃음짓게 만든다고
너의 미소가 그 무엇보다  소중하다는 걸 아니
니가 걱정하지 않게 더 많이 사랑한다고
말해줄게 세상 모든걸 다 줄만큼 난 너만을 사랑할게
i always be next to you 니 맘이 날 떠날때까지 내 맘은 언제나 항상 너의 옆에 있는걸
I always be there for you 아직 많이 어린 나지만 믿어줄래 편히 내게 기대도돼

woo 어떤 말로도 내 맘을 다 표현하기에는 부족하겠지만
지금처럼 언제나 난 니 옆을 지켜줄게
아무 걱정없이 편히 내옆에서 쉬어도돼

i always be next to you 니 맘이 날 떠날때까지 내 맘은 언제나 항상 너의 옆에 있는걸
I always be there for you 아직 많이 어린 나지만 믿어줄래 편히 내게 기대도돼",KEIS-0000-0087S,KEIS-0000-0087,,KRMIM2123367,uci:i500-1000007680313.100057947365-1,
2021-06-08,그루빈,,Groovin',,넌 내게 말했었지,넌 내게 말했었지,-,FALSE,2,넌 내게 말했었지,inst.,,You Told Me That (inst.),,발라드,2,3,2,1,,-,-,-,3,현대,3,일반,4,3,5,0,0,0,0,0,4:19,55,55.17,,케이저,이주환,송종진,,"시카, 허종빈, 조민혁, 전다빈",,KEIS-0000-0087S,KEIS-0000-0088,,KRMIM2123368,uci:i500-1000007680313.100057947366-1,
2021-06-22,MELODIAN,,MELODIAN,,그 때 그 시간,That Time,-,FALSE,1,그 때 그 시간,,진우,That time,,발라드,3,3,2,5,,노래,내향,-,3,현대,2,일반,3,4,5,0,0,0,0,0,4:04,56.72,56.7,,퍼플미디어,MELODIAN,김연호,MELODIAN,"(주)진우, 최민석, 김진형, 김연호","감동이라 울었어 아른거려 그 모습 아름답던 그대 눈빛
점점 희미해졌던 가슴 설레였었던 그 역 앞에서 네 목소리

우리 인연이라 정말 믿었는 데 내가 망쳐버렸어

돌아보면 좋은 시간 참 많았었나봐 자꾸 그리워
만약 할 수 있다면 돌아갈 수 있다면 돌아가고 싶어 그 때 그 시간

함께했던 그 거리 남아있던 네 향기 네 생각나서 맘 아파서
사랑했던 것만큼 또 미워했던 것만큼 고마웠어 미안했어

마치 영화같던 우리의 이야기 꽃처럼 아름답길

돌아보면 좋은 시간 참 많았었나봐 자꾸 그리워
만약 할 수 있다면 돌아갈 수 있다면 돌아가고 싶어 그 때 그 시간

내가 잘할게 옆에 있어줄래 사랑해

참 미안해 보고싶어 니가 없는게 실감이 안나
제발 단 한번만 다시 나에게 와줘 우리 좋았잖아 그 때 그 시간
그 때 그 시간",KEIS-0000-0089S,KEIS-0000-0089,,KRMIM2125102,uci:i500-1000007713982.100058099434-1,
2021-06-22,Shu A,,Shu A,,Over Night,Over Night,-,FALSE,1,Over Night,,,Over Night,,팝,3,3,3,1,,-,-,-,3,현대,2,일반,4,2,5,0,0,0,0,0,1:32,57.05,57.13,,퍼플미디어,Shu A,김경태,,정민국 ,,KEIS-0000-0090S,KEIS-0000-0090,,KRMIM2125103,uci:i500-1000007713995.100058099470-1,
2021-06-22,강서영,,Gang Seo-young,,별자리,Constellation,-,FALSE,1,별자리,,,Constellation,,발라드,3,3,2,5,,노래,내향,-,3,현대,1,일반,4,4,5,0,0,0,0,0,3:07,55.59,55.56,,퍼플미디어,강서영,임제빈,강서영,김하연,"세상은 흘러가고
나만 여기 머물고
우린 모두 나이 먹은
어린아이였다고

아무도 손잡아 주질 않네요 
내겐 
두 눈을 꼭 감아보고
밤하늘을 떠올렸죠 난

별이 쏟아지는 하늘과
달이 떠오르는 바다에
어둠이 내렸고
너무 멀게 느껴진 거죠
그때 작은 내겐

아무도 손잡아 주지 않았죠
그땐
두 눈을 꼭 감아보고
밤하늘을 떠올렸죠 난

별이 쏟아지는 하늘과
달이 떠오르는 바다는
꿈 속에 혼자서
멈춰있는 나의 이 길을
밝게 비춰주죠

멀리서 불어오는 바람
흩날리는 꽃잎은 
어디로가는지
말해주면 좋을텐데

별이 쏟아지는 하늘과
달이 떠오르는 바다는
꿈 속에 혼자서
멈춰있는 나의 이 길을
밝게 비춰주죠

밝게 비춰주죠",KEIS-0000-0091S,KEIS-0000-0091,,KRMIM2125107,uci:i500-1000007714016.100058099562-1,
2021-06-25,곽민경,,Gwak Min-gyeong,,바람,Wind,-,TRUE,1,바람,,,Wind,,발라드,3,3,2,4,,노래,내향,-,2,현대,1,일반,3,2,5,0,0,0,0,0,4:01,57.76,57.46,,퍼플미디어,곽민경,김경태,곽민경,김하연,"눈을 뜨고 바라보면 흩날리는 꽃잎들과
바람에 실려 온 그때의 웃음소리가 들려오네

잊지 못할 울고 웃던 날들 하나둘씩 떠올려 보면
어느샌가 내 마음속에는 추억들이 쌓여있어

지금 우리가 멀리 떨어져 있다 해도
바라보고 있는 하늘은 이어져 있으니까

눈을 감으면 아직도 선명하게 보이는
푸른 하늘 아래 환하게 웃고 있는 너의 모습

힘이 들고 슬픈 날들 속에 위로가 된 그때 그 날들
언제라도 내 마음속에서 아름답게 남아있어

지금 우리가 멀리 떨어져 있다 해도
바라보고 있는 하늘은 이어져 있으니까

함께해서 행복했던 수많은 기억 들은
다시 돌아갈 수 없는 소중한 추억이니까

너무 보고 싶어 지면 하늘을 바라보자
언제나 그때 우리처럼 이어져 있을 거야",KEIS-0000-0092S,KEIS-0000-0092,,KRMIM2125109,uci:i500-1000007714074.100058099684-1,
2021-06-22,이지원,,Yi Ji-won,,산책,Stroll,-,FALSE,1,산책,,,Stroll,,발라드,2,2,2,1,,-,-,-,2,현대,2,일반,4,3,5,0,0,0,0,0,2:46,53.34,53.77,,퍼플미디어,이지원,김경태,,,,KEIS-0000-0093S,KEIS-0000-0093,,KRMIM2125110,uci:i500-1000007714077.100058099687-1,
2021-06-23,J SSOL,,J SSOL,,스케치북,Sketchbook,-,TRUE,1,스케치북,,,Sketchbook,,힙합,3,3,2,4,,랩,일반,-,3,고동,3,일반,4,3,5,0,0,0,0,0,2:11,58.21,58.11,,퍼플미디어,Oseun,Oseun,J SSOL,,"하루하루 웃고 울던 너와의 나날들이
추억이 되리란 걸 몰랐었지 여전히
그 순간 영원하기만을 바랐던 나는
어렸고 귀여웠지 그리고 아직도 어려

기억나? 우리가 처음 만났던 교실 안
솔직히 어색했어 부끄럼 많았던 우리 둘
지금도 함께할 줄 몰랐잖아 난 그래
같이 걸어가고 뛰어가던 그 때의 우리

아직 그 곳에 머무르고 싶어 아니 머무르고 있는 것 같아
새하얀 스케치북 새하얀 스케치북 

너와의 그림은 언제나 간직하고 있어 내 마음속에
보고싶다면 언제든 꺼내봐도 돼 너라면 그래도 괜찮아

그려봐 춤추기를 좋아했던 어린아이들
어쩐지 낙서 같기도 해 귀여웠어 그 순간들은
넘겨봐 우리만의 색채로 가득한 그 장면들을 
마음껏 그려봐도 돼 앞으로의 모습들을

하루하루 웃고 울던 너와의 나날들이
추억이 되리란 걸 몰랐었지 여전히
그 순간 영원하기만을 바랐던 나는
어렸고 귀여웠지 그리고 아직도 어려

기억나? 우리가 처음 만났던 교실 안
솔직히 어색했어 부끄럼 많았던 우리 둘
지금도 함께할 줄 몰랐잖아 난 그래
같이 걸어가고 뛰어가던 그 때의 우리",KEIS-0000-0094S,KEIS-0000-0094,,KRMIM2125231,uci:i500-1000007715361.100058104468-1,
2021-06-23,Oseun,,Oseun,,I am Die,I am Die,-,TRUE,1,I am Die,,,I am Die,,전자,3,3,4,2,,노래,일반,-,3,현대,3,일반,3,3,5,0,0,0,0,0,3:13,57.1,57.11,,퍼플미디어,Oseun,Oseun,,,,KEIS-0000-0095S,KEIS-0000-0095,,KRMIM2125232,uci:i500-1000007715363.100058104470-1,
2021-06-23,Yubin,,Yubin,,Murder,Murder,-,TRUE,1,Murder,,,Murder,,힙합,3,4,3,4,,랩,일반,-,3,현대,2,일반,4,4,5,0,0,0,0,0,1:12,57.83,57.76,,퍼플미디어,임제빈,임제빈,Yubin,,"Start the killing
게임은 시작됐어 내 손엔 (그리고 속엔) 뭔지모를 끈적함이 가득해
내 모든것을 없앤 너를 찾는 나
그리고 나를 비웃는듯 새로운 칼 날을 차는 너
행복 자존감 따위 감정 너로 인해 부서진지 오래지만 to endure to the end
부서진 나는 내 파편을 모아 끌어안고 너를찾아 멀더라도 난 너를부숴 
M.U.R.D.E.R im murder
레드럼을 마셔 비틀대며 너를찾아
게임은 시작됐어 killing the culprit killing the culprit

Start the killing
게임은 시작됐어 내 손엔 (그리고 속엔) 뭔지모를 끈적함이 가득해
내 모든것을 없앤 너를 찾는 나
그리고 나를 비웃는듯 새로운 칼 날을 차는 너
행복 자존감 따위 감정 너로 인해 부서진지 오래지만 to endure to the end
부서진 나는 내 파편을 모아 끌어안고 너를찾아 멀더라도 난 너를부숴 
M.U.R.D.E.R im murder
레드럼을 마셔 비틀대며 너를찾아
게임은 시작됐어 killing the culprit killing the culprit

(Who's the culprit)
(Who is the victim?)",KEIS-0000-0096S,KEIS-0000-0096,,KRMIM2125233,uci:i500-1000007715364.100058104471-1,
2021-06-23,김유정,,Gim Yu-jung,,Parasol,Parasol,-,TRUE,1,Parasol,,,Parasol,,팝,3,3,3,4,,노래,내향,-,3,현대,2,일반,2,3,5,0,0,0,0,0,4:36,57.52,57.35,,퍼플미디어,김유정,유민재,김유정,,"매일 같은 일은 지겹고 따분해
레일 위를 도는 톱니 같아
해일 같이 밀린 일 들은 박차고 
내일 같은 날엔 떠나고파

늘 널 감싸고 있던 일상을 지금은 벗어 던지고
할 일 따윈 생각 말고 지금 바로 떠나자

저 넓은 해변 앞 파라솔 아래
모래성 만들고 세상을 담아서
시원한 파도에 몸을 맡기고
여름을 즐겨봐 다른 건 잊고
저 멀리 해지는 노을과 함께
하늘에 빛나는 불꽃놀이 보며
지쳤던 일상은 떠나보내고 
새로운 내일을 만들어 가자

알람 소리 듣고 일어나 시작해
바람 소리 듣고 출근 하고
사람들과 섞여 하루를 보내다
유람하며 집에 들어가네

갑갑하게 너를 잡고 있는 일상을 벗어 던지고 
너의 마음이 이끄는 곳으로 떠날거야

저 넓은 해변 앞 파라솔 아래
모래성 만들고 세상을담아서
시원한 파도에 몸을 맡기고
여름을 즐겨봐 다른 건 잊고
저멀리 해지는 노을과 함께
하늘에 빛나는 불꽃놀이 보며
지쳤던 일상은 떠나보내고 
새로운 내일을 만들어 가자

이 잊지 못 할 순간 너와 함께
이 순간들을 다 담을 거야

저 넓은 해변 앞 파라솔 아래
모래성 만들고 세상을담아서
시원한 파도에 몸을 맡기고
여름을 즐겨봐 다른 건 잊고
저멀리 해지는 노을과 함께
하늘에 빛나는 불꽃놀이 보며
지쳤던 일상은 떠나보내고 
새로운 내일을 만들어 가자",KEIS-0000-0097S,KEIS-0000-0097,,KRMIM2125236,uci:i500-1000007715367.100058104474-1,
2021-06-23,유히나,,Yu Hi-na,,퇴근하쉴?,Quitting Time,-,TRUE,1,퇴근하쉴?,,,퇴근하쉴?,,힙합,3,3,3,3,,랩,일반,-,2,현대,2,일반,2,3,5,0,0,0,0,0,1:02,57.85,57.71,,퍼플미디어,유민재,유민재,유히나,,"또 하루를 끝마쳤어
반복되는 지친 하루하루
천근만근 욱씬욱씬
이대로 잠들 수도 있어
그래도 집에 가야지
내일 하루를 난 또 살아가야지
그래도 정신차리고 얼른 짐챙기고

퇴근길의 버스 안은
너무나도 조용해
귀에 꽂은 에어팟으로
세상의 소음을 내가 먹어 먹었네
그래도 난 사람들과의 대화가 필요해
그러니 집에 빨리 가서 엄마 보고싶네~",KEIS-0000-0098S,KEIS-0000-0098,,KRMIM2125244,uci:i500-1000007715372.100058104482-1,
2021-06-24,Add Jo,,Add Jo,,A Deep Echo,A Deep Echo,-,TRUE,1,A Deep Echo,,,A Deep Echo,,힙합,4,4,4,1,,-,-,-,3,현대,2,일반,4,3,5,0,0,0,0,0,1:41,58.2,58.14,,퍼플미디어,Add Jo,임제빈,,,,KEIS-0000-0099S,KEIS-0000-0099,,KRMIM2125511,uci:i500-1000007717375.100058113971-1,
2021-06-24,송혜미,,Song Hye-mi,,충고,Advice,-,TRUE,1,충고,,,Advice,,힙합,4,4,3,4,,랩,일반,-,2,현대,2,일반,4,4,5,0,0,0,0,0,1:58,56.42,56.78,,퍼플미디어,Oseun,Oseun,송혜미,원업,"boom 터져가네 머리도 마음도
ticktock 알수 없네 남은 시간도
check check 할 수 없네 터질 위치도
oh 어쩔 수 없네 그냥 둬야지

boom 확인 했네 내 마음도 생각도
ticktock 알아 냈네 남은 시간도
check check  버렸네 터질 위치도
oh 어림도 없네 터져 봐야지

조심해 너 여유 부리다 시간 check 못하고 그냥 없어질라
위험해 알지도 못하면서 막 걷다가 펑 터질라
기억해 언제 어디서 내가 터질지 곧 말해 줄테니
넌 내 상대가 안돼

충고 충고 충고

boom 터져가네 머리도 마음도
ticktock 알수 없네 남은 시간도
check check 할 수 없네 터질 위치도
oh 어쩔 수 없네 그냥 둬야지

boom 확인 했네 내 마음도 생각도?
ticktock 알아냈네 남은 시간도?
check check 해 버렸네 터질 위치도?
oh 어림도 없네 터져봐야지 너 같은건

조심해 너 여유 부리다 시간 check 못하고 그냥 없어질라
위험해 알지도 못하고 막 걷다가 펑 터질라
기억해 언제 어디서 내가 터질지 곧 말해 줄테니
넌 내 상대가 안돼",KEIS-0000-0100S,KEIS-0000-0100,,KRMIM2125512,uci:i500-1000007717374.100058113970-1,
2021-06-24,조현영,,Jo Hyeon-yeong,,희,Pleasure,-,TRUE,1,희,,,Pleasure,,전자,3,4,4,1,,-,-,-,3,현대,2,일반,2,2,5,0,0,0,0,0,2:23,56.23,56.04,,퍼플미디어,조현영,임제빈,,,,KEIS-0000-0101S,KEIS-0000-0101,,KRMIM2125514,uci:i500-1000007717437.100058114076-1,
2021-06-24,진우,,Jin Woo,,Juicy,Juicy,-,TRUE,1,Juicy,,,Juicy,,발라드,3,4,4,4,,혼합,일반,-,3,현대,2,일반,5,4,5,0,0,0,0,0,3:36,53.92,53.94,,퍼플미디어,진우,Joshua Park,"진우, Joshua Park",,"Baby say it like this woo 또는 ah 해 싫다면 그냥 야 해
Making groove Drop beat yeah
네가 내 옆에 있는데 어떻게 잘 수가 있어 I need you all day
Keep it juicy 밤낮없이

하루에도 몇 번씩 죽기 살기를 반복해
밤새 입을 맞대고 너의 숨을 나눠 마실게
Keep it juicy 밤낮없이 Baby keep it juicy

Baby say it like this woo 또는 ah 해 싫다면 그냥 야 해
Making groove Drop beat yeah
네가 내 옆에 있는데 어떻게 잘 수가 있어 I need you all day
Keep it juicy 밤낮없이

I like the way you groove
Come and take off your shoes
Girl you got it make it move
I Make you feel like in heaven

You got it they don’t look
You make them feel like fools
never be loser always cool

지금 넌 내 위에 올라타
내 몸을 느끼고 take my all I got
Just said oh my god
You make me feel like a man
And feel like you PRADA

느낌이 왔지 난
니 몸을 잡고 원하는 곳을 골라가
Grab your hip and show me your skill
다른건 Never mind 

Grab your tities and hip
Don’t said just shoot and hit
Take off close and feel
But leave the one thing that’s hill

Grab your tities and hip
Don’t said just shoot and hit
Take off close and feel
But leave the one thing that’s hill

Baby say it like this woo 또는 ah 해 싫다면 그냥 야 해
Making groove Drop beat
Baby say it like this woo 또는 ah 해 싫다면 그냥 야 해
Making groove Drop bass yeah
네가 내 옆에 있는데 어떻게 잘 수가 있어 I need you all day
Keep it juicy 밤낮없이",KEIS-0000-0102S,KEIS-0000-0102,,KRMIM2125515,uci:i500-1000007717446.100058114109-1,
2021-06-25,SSIC,,SSIC,,For Rest,For Rest,-,TRUE,1,For Rest,,,For Rest,,발라드,3,4,3,1,,-,-,-,3,현대,2,일반,3,3,5,0,0,0,0,0,2:03,55.95,56.26,,퍼플미디어,SSIC,"최민석, 유민재",,,,KEIS-0000-0103S,KEIS-0000-0103,,KRMIM2125651,uci:i500-1000007720458.100058124518-1,
2021-08-31,박다정,,Dajeong Park,,내가 걷는 길이,The Way I Walk,-,TRUE,1,내가 걷는 길이,,이서연,The Way I Walk,,종교,2,2,1,4,,노래,내향,크리,1,현대,1,일반,5,1,5,0,0,0,0,0,4:02,52.98,52.97,,블루쉬림프,박다정,"박다정, 강혜인",박다정,"(주)이서연, (부)박다정","내가 걷는 길이 지치고 힘들 때
내 모든 소리에 귀를 기울이사
나의 모든 길을 반석 위에 두시고
내 모든 걸음 
견고하게 하시네

그가 행하신 그의 기적이
나를 서게 하네
내게 임하신 주의 능력은
그 무엇과도 비길 수 없네

완전하신 사랑이신
주를 위해 노래하네
모든 걸음 살피시는
주의 크신 사랑으로

주의 크신 도움받아
지금까지 왔으니
이와 같이 천국에도 
이르기를 바라네 

험한 길을 마주해도 
주님만 날 지키시네
그의 크신 도움 받아 
주만 의지하며 걷네

내가 걷는 길이 지치고 힘들 때
내 모든 소리에 귀를 기울이사
나의 모든 길을 반석 위에 두시고
내 모든 걸음 
견고하게 하신 주님",KEIS-0000-0104S,KEIS-0000-0104,,KRMIM2134105,uci:i500-1000007940336.100059135259-1,
2021-06-25,이자영,,Yi Ja-yeong,,성장,Growth,-,FALSE,1,성장,,,Growth,,발라드,3,3,1,1,,-,-,-,2,현대,1,일반,4,3,5,0,0,0,0,0,3:04,56.26,56.31,,퍼플미디어,이자영,김경태,,,,KEIS-0000-0105S,KEIS-0000-0105,,KRMIM2125652,uci:i500-1000007720469.100058124542-1,
